bodega_id,sku,nombre_norm,unidad,stock
almacen_suministros,97503113,CALDERO RECORT TAPA 50X60 CM,Unidad,1.0
almacen_suministros,95026919,CAZUELA 16 ONZ,Unidad,10.0
almacen_suministros,95004459,CINTA SELLAMIENTO 48 MM X 50 MTS,Unidad,14.0
almacen_suministros,124791,IBUPROFENO 800MG TNR CJX50 GEF,Unidad,100.0
almacen_suministros,95026263,PLATO BLANCO CUADRADO,Unidad,11600.0
almacen_suministros,95026266,PLATO BLANCO RECTANGULAR,Unidad,10400.0
almacen_suministros,97502964,BALDE PLASTICO 10 LTS,Unidad,11.0
almacen_suministros,97502914,CUCHARA PORCIONADORA DE 6 ONZAS,Unidad,9.0
almacen_suministros,97503241,ABRELATAS MARIPOSA,Unidad,1.0
almacen_suministros,95007905,ACEITE MECHERO CALENTA. SAMOVAR X 3750CC,Unidad,16.0
almacen_suministros,374215,ACETAMINOFEN 150MG/5ML SHJ FCOX90ML LFC,Unidad,10.0
almacen_suministros,2131,ACETAMINOFEN 500 MG TAB CJX 100,Unidad,100.0
almacen_suministros,95001202,ACETATO TAMANO CARTA,Unidad,100.0
almacen_suministros,95027285,AFVT) ANTIMICROBIANO FRUTAS Y VERDURAS,Unidad,8.0
almacen_suministros,95023660,ALCOHOL ANTISEPTICO AL 70% X 500 ML,Unidad,20.0
almacen_suministros,95023788,ALCOHOL GLICERINADO 500ML CON VALVULA,Unidad,10.0
almacen_suministros,80029519,ALEVINOS KG,Kilogram,176.0
almacen_suministros,95001498,ALMOHADILLA PARA SELLO 107X66 MM,Unidad,5.0
almacen_suministros,95004250,AMBIENTADOR AEROSOL X 400 CC,Unidad,5.0
almacen_suministros,95019886,AMBIENTADOR EN PASTA REPUESTO X 30 GR,Unidad,140.0
almacen_suministros,95006025,ARAGAN MEDIANO 51 CMS C/PALO 1.50,Unidad,12.0
almacen_suministros,95001231,ARCHIVADOR FUELLE OFICIO PLAS.13 BOLSILL,Unidad,2.0
almacen_suministros,95004124,ATOMIZADOR PLASTICO ECONOMICO 500CC,Unidad,34.0
almacen_suministros,95004096,BALDE PLASTICO 12 LITROS IMUSA,Unidad,8.0
almacen_suministros,95001212,BANDAS DE CAUCHO REF.18 CJAX32BANDAS,Unidad,9.0
almacen_suministros,95032184,BANDEJA EN EARTH PACT 38 X 28,Unidad,41500.0
almacen_suministros,97502884,BANDEJA PLASTICA 30 HUEVOS AZUL FB,Unidad,50.0
almacen_suministros,95019181,BANDEJA RECTANGULAR,Unidad,9320.0
almacen_suministros,95005527,BANDERA INTERPER POLIESTER ASTA DE 20MT,Unidad,3.0
almacen_suministros,95005526,BANDERA INTERPER POLIESTER ASTA DE 40MT,Unidad,3.0
almacen_suministros,95023864,BARRAIMANTADA TRAMONTINA,Unidad,7.0
almacen_suministros,95024375,BATA ANFILUIDO TALLA M,Unidad,5.0
almacen_suministros,95024374,BATA ANFILUIDO TALLA S,Unidad,1.0
almacen_suministros,95007930,BATA DESECHABLE COCINA,Unidad,87.0
almacen_suministros,95004095,BAYGON EN AEROSOL X 364 CM,Unidad,6.0
almacen_suministros,924931,BETAMETASONA 0.05% CREMA TBOX20G LF,Unidad,3.0
almacen_suministros,95023827,BOLSA BLANCA RESD APROV 40X60 PAQ X 50,Unidad,28.0
almacen_suministros,95023830,BOLSA BLANCA RESD APROV 70X 100,Unidad,75.0
almacen_suministros,95023833,BOLSA BLANCA RESD APROV 90X110 CAL 2,Unidad,3125.0
almacen_suministros,95005752,BOLSA CANASTILLA 24X39 PULG CAL 1 X KILO,Unidad,280.0
almacen_suministros,95023286,BOLSA EMPAQUE AL VACIO*22CM*18CM*70 MIC,Unidad,4800.0
almacen_suministros,95023287,BOLSA EMPAQUE AL VACIO*30CM*20CM*70 MIC,Unidad,5900.0
almacen_suministros,95023288,BOLSA EMPAQUE AL VACIO*42 CM*35CM*70 MIC,Unidad,11500.0
almacen_suministros,95011007,BOLSA EMPAQUE POLLO ASADO CAJA X 1000,Unidad,5.0
almacen_suministros,95026677,BOLSA KRAFT PORTACUBIERTOS,Unidad,50.0
almacen_suministros,95023834,BOLSA NEGRA RESD NO APROV 90X1110 CAL 2,Unidad,2400.0
almacen_suministros,95006553,BOLSA PAN BAGUETTE VENTANA PAQ X 1000,Unidad,2.0
almacen_suministros,95024135,BOLSA PAPEL ANTIGRASO ANTOJOS,Unidad,14000.0
almacen_suministros,95009618,BOLSA PARAFIN.HAMBUR 20X20 CAL 2 PAQX100,Unidad,55.0
almacen_suministros,95027844,BOLSA PRECORTE 100% FRUVER,Unidad,5.0
almacen_suministros,95020302,BOLSA RESELLABLE 18 X 17 CM PAQ X 100,Unidad,186.0
almacen_suministros,95023124,BOLSA ROJA R.QUIMICO,Unidad,18.0
almacen_suministros,95023829,BOLSA VERDE RESD ORG APROV 40X60 PAQ X50,Unidad,70.0
almacen_suministros,95023835,BOLSA VERDE RESD ORG APROV 90X110 CAL 2,Unidad,3775.0
almacen_suministros,95001242,BORRADOR PARA TABLERO FELPA,Unidad,4.0
almacen_suministros,95025023,BOWL 1.300 ML CON TAPA,Unidad,10000.0
almacen_suministros,95025962,BOWLS KRAFT 26 ONZ- PQ*50,Unidad,174.0
almacen_suministros,95013346,CABO PARA ESCOBA METALICO,Unidad,33.0
almacen_suministros,95004458,CABUYA POLIPROPILENO REF.12X1 RLLX750MT,Unidad,1.0
almacen_suministros,810000514,CACEROLA CON MANGO PARA HUEVOS,Unidad,3.0
almacen_suministros,95004378,CAJA CARTON ARCHIV.X-300 BASE-TAPA C620K,Unidad,36.0
almacen_suministros,95024036,CAJA EN CARTULINA SIN IMPRESION,Unidad,1000.0
almacen_suministros,95032374,CAJA MULTIFUNCIONAL BLANCA EN PAPEL ANTI,Unidad,10000.0
almacen_suministros,95019585,CAJA ORGANIZADORA,Unidad,1.0
almacen_suministros,95016497,CAJA ORGANIZADORA 15 LITROS,Unidad,19.0
almacen_suministros,95032371,CAJA PARA ALIMENTOS 45 ONZAS,Unidad,10000.0
almacen_suministros,95032370,CAJA PARA ALIMENTOS 66 ONZAS,Unidad,4400.0
almacen_suministros,95032375,CAJA PARA PAPAS PAQ X100,Unidad,12600.0
almacen_suministros,95032373,CAJA PARA PIZZA CARTON 25X25,Unidad,4500.0
almacen_suministros,95032372,CAJA PARA PIZZA CARTON 30X30,Unidad,4500.0
almacen_suministros,97502956,CAJA POLICARBO 46X66X30 CM 64.4 LT FB,Unidad,5.0
almacen_suministros,95001097,CAJA PORTA PERROS IMPRESA PAQX250,Unidad,5.0
almacen_suministros,95008204,CALCULADORA MANUAL 12 DIGITOS,Unidad,2.0
almacen_suministros,95008205,CALCULADORA MANUAL 8 DIGITOS,Unidad,6.0
almacen_suministros,97503119,CALDERO ALUMINIO TAPA 44 CM,Unidad,4.0
almacen_suministros,97503109,CALDERO RECOR CON TAPA 40X40CM 50LT NAC,Unidad,1.0
almacen_suministros,97503111,CALDERO RECORT TAPA 50X40,Unidad,2.0
almacen_suministros,95006100,CANASTILLA FREIDORA,Unidad,12.0
almacen_suministros,95023198,CANDADO 38MM FANAL 1,Unidad,72.0
almacen_suministros,95008246,CANDADO YALE GRANDE 870,Unidad,11.0
almacen_suministros,95008247,CANDADO YALE MEDIANO 850,Unidad,10.0
almacen_suministros,95025669,CANOAS EARTH PACT,Unidad,1300.0
almacen_suministros,95031896,CANOAS EN BAMBU EXTRA GRANDE,Unidad,100.0
almacen_suministros,95031895,CANOAS EN BAMBU GRANDE,Unidad,100.0
almacen_suministros,95031894,CANOAS EN BAMBU MEDIANA,Unidad,100.0
almacen_suministros,95031893,CANOAS EN BAMBU PEQUENA,Unidad,100.0
almacen_suministros,95004109,CEPILLO MANO FIBRA DURA 14.7X5.5X7.5 CM,Unidad,13.0
almacen_suministros,97503189,"CHAIRA PARA AFILAR CUCHILLOS 12"" NAC",Unidad,8.0
almacen_suministros,95001491,CHINCHES COLORES SURTIDOS CJ X 50 UNID,Unidad,6.0
almacen_suministros,97503213,CHOCOLATER EN ALUMINIO 5 LT NAC,Unidad,10.0
almacen_suministros,95008636,CHURRUSCO NEGRO GRANDE P/LAVADO BIBERON,Unidad,5.0
almacen_suministros,95001221,CINTA ENMASCARAR USO GENERAL 48MMX40MTS,Unidad,11.0
almacen_suministros,97501513,COLADOR CHINO ACERO MALLA FINA 23CM,Unidad,5.0
almacen_suministros,95008385,COLCHONETA PARA PISCIFLASH,Unidad,22.0
almacen_suministros,95027821,CONTENEDOR 4 OZ CON TAPA,Unidad,2000.0
almacen_suministros,95027680,CONTENEDOR BAGAZO CANA 12 OZ PTE*25 UN,Unidad,288.0
almacen_suministros,95025839,COPA DE 2 ONZAS ALMIDON,Unidad,40.0
almacen_suministros,95031173,COPA DESECHABLE 1.5CM,Unidad,440.0
almacen_suministros,,COPA SHOT,Unidad,150.0
almacen_suministros,,COPAS CUADRADA PETIT,Unidad,400.0
almacen_suministros,95001224,COSEDORA ESTANDAR 26/6 REF. 570,Unidad,11.0
almacen_suministros,95004932,CREMA LAVALOZA LIMON REF. 402 X 500 GR,Unidad,22.0
almacen_suministros,,CUCHARA DE POSTRE,Unidad,400.0
almacen_suministros,97502911,CUCHARA PORCIONADORA 4 ONZ VERDE BOG,Unidad,17.0
almacen_suministros,95010133,CUCHARA PORCIONADORA DE 4 ONZ,Unidad,1.0
almacen_suministros,95025957,CUCHARA POSTRE ALMIDON . MAIZ PTE* 100,Unidad,144.0
almacen_suministros,95030928,CUCHARA TRAMONTINA,Unidad,100.0
almacen_suministros,97503165,"CUCHILLO 10"" MANGO AMARILLO",Unidad,7.0
almacen_suministros,97503171,"CUCHILLO 10"" MANGO ROJO",Unidad,1.0
almacen_suministros,97503167,"CUCHILLO 10"" MANGO VERDE NAC",Unidad,9.0
almacen_suministros,95022478,"CUCHILLO 6"" AZUL",Unidad,2.0
almacen_suministros,97503145,"CUCHILLO 6"" MANGO AZUL NAC",Unidad,1.0
almacen_suministros,97503147,"CUCHILLO 6"" MANGO ROJO NAC",Unidad,3.0
almacen_suministros,97503143,"CUCHILLO 6"""" MANGO VERDE NAC",Unidad,20.0
almacen_suministros,97503153,"CUCHILLO 8"" MANGO AMARILLO",Unidad,13.0
almacen_suministros,97503155,"CUCHILLO 8"" MANGO VERDE NAC",Unidad,6.0
almacen_suministros,95009554,"CUCHILLO DE 12"" CORTE CARNE",Unidad,1.0
almacen_suministros,95027611,"CUCHILLO DE 12"" MANGO ROJO",Unidad,1.0
almacen_suministros,95019614,CUCHILLO DE SIERRA,Unidad,5.0
almacen_suministros,97500488,CUCHILLO FUERTE INCA,Unidad,9.0
almacen_suministros,95018235,CUCHILLO TRAMONTINA DE SIERRA,Unidad,120.0
almacen_suministros,95021392,DESENGRASANTE G PLUS 3780 ML,Unidad,14.0
almacen_suministros,95021396,DESINFECTANTE ALIMENTOS XY-12 3780ML,Unidad,22.0
almacen_suministros,95021390,DESINFECTANTE AMBIENTES WHISPERV 3780ML,Unidad,37.0
almacen_suministros,95021401,DETERG ENZIMATICO PISO WASH&WALK 9450ML,Unidad,14.0
almacen_suministros,95007250,DETERGENTE EN POLVO NEUTRO BOLSA X1000GR,Unidad,22.0
almacen_suministros,95021410,DETERGENTE MULTIUSO PANTASTIC 20 LITROS,Unidad,40.0
almacen_suministros,1400413,DEXAMETASONA 8MG/2ML SHI CJX1AMP V3S,Unidad,50.0
almacen_suministros,161498,DICLOFENACO 1% GEL TBOX50G GE,Unidad,4.0
almacen_suministros,,ELECTROLIT,Unidad,30.0
almacen_suministros,95004114,ESCOBA DURA 37CM MANGO MADERA,Unidad,24.0
almacen_suministros,95004115,ESCOBA FIBRA SUAVE,Unidad,55.0
almacen_suministros,95023057,ESCURRIDOR FRITOS EN ACERO,Unidad,2.0
almacen_suministros,97503010,ESCURRIDOR PLASTICO PARA VERDURAS FB,Unidad,2.0
almacen_suministros,95001245,ESFERO TINTA NEGRA,Unidad,27.0
almacen_suministros,95001247,ESFERO TINTA ROJA1,Unidad,1.0
almacen_suministros,1397364,ESPARADRAPO TELA BEGUT ROLL 1/2X5Y SEV,Unidad,5.0
almacen_suministros,95018368,ESPATULA METALICA MANGO BLANCO,Unidad,11.0
almacen_suministros,97503204,"ESPATULA PARA LIMPIEZA DE LATAS 4"" FB",Unidad,3.0
almacen_suministros,97503208,ESPATULA POSTRE 7X14,Unidad,8.0
almacen_suministros,97503193,ESPATULA SILICONA #10,Unidad,4.0
almacen_suministros,97503195,ESPATULA SILICONA #14,Unidad,4.0
almacen_suministros,97503197,ESPATULA SILICONA #16,Unidad,4.0
almacen_suministros,95009678,ESPONJA HORNOS PARRILLA 3M ROLLO X 5 MT,Unidad,6.0
almacen_suministros,95022595,ESPUMADERA MALLA,Unidad,2.0
almacen_suministros,95031010,ETIQUETA ROTACION AYB,Unidad,46.0
almacen_suministros,95000939,F-281 ARQUEO DE FONDOS RESX500,Unidad,6.0
almacen_suministros,95001089,F-393 VALERA COMIDA-PERSONAL LIBX50,Unidad,53.0
almacen_suministros,810000484,FILTRO CAFETERIA,Unidad,5000.0
almacen_suministros,158545,FIXOMULL STRETCH 15CMX10M CJX1ROLLO BSN,Unidad,3.0
almacen_suministros,95008384,FLOTADOR PARA MEGATOBOGAN,Unidad,20.0
almacen_suministros,95013466,FLOTADOR PISCILAGO 4 PERSONAS,Unidad,30.0
almacen_suministros,95001229,FOLDER CELUGUIA HORIZONTAL OFICIO 180 GR,Unidad,71.0
almacen_suministros,95001230,FOLDER COLGANTE AZUL PLASTIC.VARILLA MET,Unidad,52.0
almacen_suministros,95001182,F-RS-02 C/TROL INGRESO RETIRO ELE LIBX50,Unidad,10.0
almacen_suministros,95026796,FRUTERA PLASTICA + TAPA 16 ONZ PAQ*25,Unidad,21.0
almacen_suministros,95001489,GANCHO CLIP CORRIENTE CJ X 100 UNIDADES,Unidad,7.0
almacen_suministros,95001488,GANCHO CLIP MARIPOSA CJ X 50 UNIDADES,Unidad,5.0
almacen_suministros,95001482,GANCHO COSEDORA 26/6 ESTANDAR X 5000 UN,Unidad,16.0
almacen_suministros,95001507,GANCHO LEGAJADOR METALICO 3 PZ CAJAX20UN,Unidad,12.0
almacen_suministros,95026905,GANCHO ROPA,Unidad,40.0
almacen_suministros,855315,GASA ESTERIL CURE BAND 10X10 CJX24SO,Unidad,30.0
almacen_suministros,95019077,GORRO EN LICRA PARA BANO CON LOGO,Unidad,2000.0
almacen_suministros,95010470,GUANTE CAUCHO AFELPADO AMARILLO T.L,Unidad,36.0
almacen_suministros,95009582,GUANTE DE CAUCHO CAL. 35 NO 9 PAR,Unidad,43.0
almacen_suministros,95010466,GUANTE DE NITRILO TALLA M CJ X 50 PARES,Unidad,36.0
almacen_suministros,95010394,GUANTES DE POLIETILENO CJX50 PARES,Unidad,67.0
almacen_suministros,1394890,HIDROXIDOALUMINIO 6G/100ML SSN FCOX360ML,Unidad,2.0
almacen_suministros,95000902,HT.FC.35 ORDENES DE BEBIDA LIBX50,Unidad,25.0
almacen_suministros,95001520,HUELLERO BASE DE ACEITE BORRA FACIL #50,Unidad,1.0
almacen_suministros,95031303,JABON LIQUIDO EPROCARE 3780ML/1 GALON,Unidad,27.0
almacen_suministros,736176,JERINGA CJX100 5CC C/AGUJA 21G/1 1/,Unidad,2.0
almacen_suministros,95001248,LAPIZ MINA NEGRA,Unidad,6.0
almacen_suministros,95001235,LEGAJADOR AZ TAMANO OFICIO,Unidad,38.0
almacen_suministros,95001429,LIBRO CONTABILIDAD 400 FOLIOS 3 COLUMNAS,Unidad,7.0
almacen_suministros,95008221,LIJA AGUA NO. 120,Unidad,119.0
almacen_suministros,95022243,LIMPIADOR EN CREMA LEMON EZE LITRO,Unidad,1.0
almacen_suministros,95004948,LIMPIAVIDRIOS FRASCO 500 ML,Unidad,11.0
almacen_suministros,95009577,LIMPION PAPEL NATURAL INDUSTR RLLX550MT,Unidad,63.0
almacen_suministros,95006744,LIMPION WYPOL X-70 REUTILIZABLE CJ X 6RLS,Unidad,4.0
almacen_suministros,95020335,LLANTA 245/50 R16,Unidad,82.0
almacen_suministros,95027270,LLANTA DIRECCIONAL 215/75 R17.5 PISCIMOV,Unidad,4.0
almacen_suministros,95027269,LLANTA TRACCION 215/75 R17.5 PISCIMOVIL,Unidad,14.0
almacen_suministros,95004875,LLAVEROS CON LOGOTIPO ACRILICOS,Unidad,31.0
almacen_suministros,1294843,LOPERAMIDA 2MG TAB CJX6TAB GE,Unidad,15.0
almacen_suministros,95019897,MALLA DELGADA A&B PARA EL CABELLO 50MM,Unidad,461.0
almacen_suministros,95001251,MARCADOR BORRABLE COLORES SURTIDOS X 4UN,Unidad,3.0
almacen_suministros,95001259,MARCADOR PERM.PUNTA FINA SURTIDO X 4UN,Unidad,3.0
almacen_suministros,95001252,MARCADOR PERMANENTE NEGRO,Unidad,13.0
almacen_suministros,95019537,MARCADOR POSTERMARKER 20MM NEGRO,Unidad,20.0
almacen_suministros,95019535,MARCADOR POSTERMARKER 20MM ROJO,Unidad,19.0
almacen_suministros,95019562,MARCADOR POSTERMARKER 30MM ROJO,Unidad,20.0
almacen_suministros,356092,MAREOL 50MG CJX12TAB WY,Unidad,10.0
almacen_suministros,95004482,MASCARILLA DESECHABLE CAUCHOS CJX50 UN,Unidad,55.0
almacen_suministros,95019405,MECHA PARA CALENTADOR SAMOVAR PAQX7,Unidad,97.0
almacen_suministros,95004117,MECHA PARA TRAPERO REF.1000 DE 405 GR,Unidad,13.0
almacen_suministros,95023482,MEZCLADOR EN MADERA 11CM PAQ X 1000,Unidad,39.0
almacen_suministros,95032368,MOLDE ALUMINIO LASANA 16 ONZAS,Unidad,8000.0
almacen_suministros,1316332,OF-NEXCARE MICRO PIEL 24X5 PG:4LLV:5M 3,Unidad,5.0
almacen_suministros,97503216,OLLA ALUMINIO CON TAPA 2 LT,Unidad,4.0
almacen_suministros,95027101,ORGANIZADOR CONSUMIBLES EST.CAFE,Unidad,3.0
almacen_suministros,95010839,PAILA ALUMINIO NO. 50 ESCURRIDORA,Unidad,1.0
almacen_suministros,97500797,"PALA MARMITA EN ACERO INOXID REF:, 42,4""",Unidad,2.0
almacen_suministros,95009613,PALILLO MADERA PARA HAMBURGUESA PAQX100,Unidad,365.0
almacen_suministros,95023584,PALO DE BAMBU ROJO,Unidad,4.0
almacen_suministros,6872,PANOTIL B 8000UI-40MG SOL OT FCOX8ML,Unidad,2.0
almacen_suministros,95004221,PAPEL ALUMINIO ROLLO 12 X 300 FT,Unidad,13.0
almacen_suministros,95001302,PAPEL CARBON NEGRO TAMANO CARTA,Unidad,1.0
almacen_suministros,95001306,PAPEL FOTOCOPIA TAMANO CARTA 75 GR,Unidad,34.0
almacen_suministros,95001307,PAPEL FOTOCOPIA TAMANO OFICIO 75 GR,Unidad,7.0
almacen_suministros,95023350,PASTILLA LIMPIADOR HORNO AZUL BALDE X150,Unidad,1950.0
almacen_suministros,95023349,PASTILLA LIMPIADOR HORNO ROJA BALDE X100,Unidad,1600.0
almacen_suministros,95024760,PASTILLA LIMPIADOR HORNO VERDE BALDEX150,Unidad,-295.0
almacen_suministros,95001205,PEGA PAPEL EN BARRA X 40 GR,Unidad,3.0
almacen_suministros,95001238,PERFORADORA ESTANDAR 2 HUECOS 23 HOJAS,Unidad,11.0
almacen_suministros,95009591,PEROL PROFESIONAL 24 CM ANODIZADO,Unidad,1.0
almacen_suministros,95008214,PILA ALCALINA TRIPLE AAA,Unidad,24.0
almacen_suministros,33181,PILAS DOBLE AA,Unidad,22.0
almacen_suministros,95025042,PINZAS MANGO NEGRO,Unidad,17.0
almacen_suministros,95006710,PITILLO DE PAPEL CAJA,Unidad,609.0
almacen_suministros,1321655,PLASIL METOCLOPRAMIDA 10MG CJX30 TAB BSS,Unidad,1.0
almacen_suministros,95027684,PLATO 15CM PULPA CANA PTE*20 UN,Unidad,1344.0
almacen_suministros,95027374,PLATO 3 DIVISIONES BAGAZO DE CANA PAQX20,Unidad,525.0
almacen_suministros,,PLATO CUADRADO,Unidad,400.0
almacen_suministros,95024943,PLATO CUADRADO PULPA 26 CM 250X50,Unidad,2000.0
almacen_suministros,95026918,PLATO HONDO 12 ONZ TAMIXPAQX100,Unidad,3.0
almacen_suministros,95026025,PLATO OVALADO 12X10,Unidad,2500.0
almacen_suministros,95025974,PORTACOMIDA J1 PULPA DE PAPEL PTE*50,Unidad,10.0
almacen_suministros,95031961,PORTACREPES,Unidad,3000.0
almacen_suministros,95004118,"PORTATRAPERO METALICO 2 MARIP1,50CM",Unidad,18.0
almacen_suministros,95019598,RALLADOR EN ACERO INXIDABLE,Unidad,6.0
almacen_suministros,97502946,RECIPIENTE ACERO INOXIDABLE,Unidad,13.0
almacen_suministros,95004100,RECOGEDOR BASURA PLASTICO,Unidad,11.0
almacen_suministros,95001262,REGLA PLASTICA 30 CM,Unidad,5.0
almacen_suministros,95001264,RESALTADOR AMARILLO,Unidad,8.0
