bodega_id,sku,nombre_norm,unidad,stock
rest_fuentes_ayb,5163,UVAS CHILENAS,Kilogram,1.0
rest_fuentes_ayb,7283,UVAS PASAS,Kilogram,2.0
rest_fuentes_ayb,,VERDURAS MIXTAS MC CAIN,Kilogram,7.298
rest_fuentes_ayb,7327,VINAGRE BALSAMICO,Liter,4.0
rest_fuentes_ayb,7328,VINAGRE BLANCO,Liter,29.02
rest_fuentes_ayb,7329,VINAGRE DE ARROZ,Liter,3.9
rest_fuentes_ayb,,VINAGRETA SOBRES,Unidad,200.0
rest_fuentes_ayb,,VINO ALTO LOS CARN MERLOT,Liter,1.5
rest_fuentes_ayb,26051,VINO BLANCO TETRA,Liter,20.0
rest_fuentes_ayb,,VINO ESPUMOSO JP ICE ROSADO,Liter,1.5
rest_fuentes_ayb,26171,VINO LAMBRUSCO ROSADO,Liter,2.25
rest_fuentes_ayb,,VINO LEYENDA SAUVIGNON BLANC,Liter,3.0
rest_fuentes_ayb,26195,VINO MARQUES DE RISCAL TINTO,Liter,3.0
rest_fuentes_ayb,26198,VINO MARQUES RUEDA BLANCO,Liter,3.0
rest_fuentes_ayb,,VINO SEGURA VIUDAS BLANCO,Liter,2.25
rest_fuentes_ayb,26039,VINO TINTO TETRAPACK,Liter,35.0
rest_fuentes_ayb,26322,VINO UNDURRAGA ROSE,Liter,1.5
rest_fuentes_ayb,26323,VINO UNDURRAGA SAUVIGNON BLANCO,Liter,0.75
rest_fuentes_ayb,27044,VODKA GREY GOOX,Liter,0.75
rest_fuentes_ayb,25004,WHISKI SELLO NEGRO,Liter,4.5
rest_fuentes_ayb,25006,WHISKY BUCHANAN 18 ANOS,Liter,8.449
rest_fuentes_ayb,,WHISKY BUCHANAN S MASTER,Liter,2.5
rest_fuentes_ayb,25007,WHISKY BUCHANANS 12 ANOS,Liter,3.0
rest_fuentes_ayb,25012,WHISKY OLD PARR 12 ANOS,Liter,0.5
rest_fuentes_ayb,,WHISKY OLD PARR 18 ANOS,Liter,0.75
rest_fuentes_ayb,8306,YOGUR VASO,Unidad,231.0
rest_fuentes_ayb,8311,YOGURT FINESSE VASO,Unidad,-10.0
rest_fuentes_ayb,,YOGURT GRIEGO,Liter,3.6
rest_fuentes_ayb,5167,ZANAHORIA,Kilogram,134.4866
rest_fuentes_suministros,95026266,PLATO BLANCO RECTANGULAR,Unidad,2500.0
rest_fuentes_suministros,97502964,BALDE PLASTICO 10 LTS,Unidad,3.0
rest_fuentes_suministros,97503242,ABRELATAS MARIPOSA FB,Unidad,4.0
rest_fuentes_suministros,95027285,AFVT) ANTIMICROBIANO FRUTAS Y VERDURAS,Unidad,4.0
rest_fuentes_suministros,95023788,ALCOHOL GLICERINADO 500ML CON VALVULA,Unidad,-1.0
rest_fuentes_suministros,97509265,AZAFATE 1_2 GN X 10 M- NAC,Unidad,30.0
rest_fuentes_suministros,97509264,AZAFATE 1_3 GN X 10 CM NAC,Unidad,30.0
rest_fuentes_suministros,97509263,AZAFATE 1_6 GN X 10 CM NAC,Unidad,20.0
rest_fuentes_suministros,95032184,BANDEJA EN EARTH PACT 38 X 28,Unidad,5020.0
rest_fuentes_suministros,95019181,BANDEJA RECTANGULAR,Unidad,1680.0
rest_fuentes_suministros,95023864,BARRAIMANTADA TRAMONTINA,Unidad,12.0
rest_fuentes_suministros,97509254,BATIDOR GLOBO 30 CMS INOXIDABLE NAC,Unidad,4.0
rest_fuentes_suministros,95023827,BOLSA BLANCA RESD APROV 40X60 PAQ X 50,Unidad,8.0
rest_fuentes_suministros,95023833,BOLSA BLANCA RESD APROV 90X110 CAL 2,Unidad,200.0
rest_fuentes_suministros,95005752,BOLSA CANASTILLA 24X39 PULG CAL 1 X KILO,Unidad,78.0
rest_fuentes_suministros,95023286,BOLSA EMPAQUE AL VACIO*22CM*18CM*70 MIC,Unidad,25.0
rest_fuentes_suministros,95023287,BOLSA EMPAQUE AL VACIO*30CM*20CM*70 MIC,Unidad,23.0
rest_fuentes_suministros,95023288,BOLSA EMPAQUE AL VACIO*42 CM*35CM*70 MIC,Unidad,9.5
rest_fuentes_suministros,95023828,BOLSA NEGRA RESD NO APROV 40X60 PAQ X 50,Unidad,9.0
rest_fuentes_suministros,95023834,BOLSA NEGRA RESD NO APROV 90X1110 CAL 2,Unidad,125.0
rest_fuentes_suministros,95024135,BOLSA PAPEL ANTIGRASO ANTOJOS,Unidad,7000.0
rest_fuentes_suministros,95009618,BOLSA PARAFIN.HAMBUR 20X20 CAL 2 PAQX100,Unidad,24.0
rest_fuentes_suministros,95020302,BOLSA RESELLABLE 18 X 17 CM PAQ X 100,Unidad,60.0
rest_fuentes_suministros,95023835,BOLSA VERDE RESD ORG APROV 90X110 CAL 2,Unidad,175.0
rest_fuentes_suministros,95024101,BOTELLA DE VIDRIO 250 CC,Unidad,250.0
rest_fuentes_suministros,95025023,BOWL 1.300 ML CON TAPA,Unidad,2400.0
rest_fuentes_suministros,97502892,BOWL ACERO INOXIDABLE 3 LT FB,Unidad,8.0
rest_fuentes_suministros,97502894,BOWL ACERO INOXIDABLE 4 LT FB,Unidad,8.0
rest_fuentes_suministros,97502896,BOWL ACERO INOXIDABLE 8 LT FB,Unidad,8.0
rest_fuentes_suministros,95025962,BOWLS KRAFT 26 ONZ- PQ*50,Unidad,36.0
rest_fuentes_suministros,95013346,CABO PARA ESCOBA METALICO,Unidad,16.0
rest_fuentes_suministros,95013356,CAJA MENU INFANTIL IMPR. 15.5X10X9.5 CM,Unidad,1300.0
rest_fuentes_suministros,95001097,CAJA PORTA PERROS IMPRESA PAQX250,Unidad,2.6
rest_fuentes_suministros,97503118,CALDERO ALUM FUND TAPA 36CM 11.4LT FB,Unidad,2.0
rest_fuentes_suministros,97503120,CALDERO ALUM FUND TAPA 44CM 17LT FB,Unidad,2.0
rest_fuentes_suministros,95004147,COLADOR CHINO GRANDE,Unidad,4.0
rest_fuentes_suministros,95024223,COPA DE 1/2 OZ CON TAPA,Unidad,26000.0
rest_fuentes_suministros,95031186,CORTADOR DE HUEVOS,Unidad,12.0
rest_fuentes_suministros,95008754,CORTADOR DE PIZZA PROFESIONAL,Unidad,8.0
rest_fuentes_suministros,95001224,COSEDORA ESTANDAR 26/6 REF. 570,Unidad,1.0
rest_fuentes_suministros,,CUCHARA DE POSTRE,Unidad,-3.0
rest_fuentes_suministros,97502906,CUCHARA HELADO FB,Unidad,2.0
rest_fuentes_suministros,95025957,CUCHARA POSTRE ALMIDON . MAIZ PTE* 100,Unidad,10.0
rest_fuentes_suministros,95022333,CUCHARA SERVIR ACERO INOX,Unidad,10.0
rest_fuentes_suministros,97509234,CUCHARON 8 ONZAS NAC,Unidad,10.0
rest_fuentes_suministros,97503165,"CUCHILLO 10"" MANGO AMARILLO",Unidad,20.0
rest_fuentes_suministros,97503169,"CUCHILLO 10"" MANGO AZUL",Unidad,20.0
rest_fuentes_suministros,97503163,"CUCHILLO 10"" MANGO BLANCO",Unidad,20.0
rest_fuentes_suministros,97503171,"CUCHILLO 10"" MANGO ROJO",Unidad,20.0
rest_fuentes_suministros,97503167,"CUCHILLO 10"" MANGO VERDE NAC",Unidad,20.0
rest_fuentes_suministros,97503149,"CUCHILLO 6"""" MANGO NEGRO NAC",Unidad,20.0
rest_fuentes_suministros,95021169,"CUCHILLO DESHUESAR DE 6""",Unidad,2.0
rest_fuentes_suministros,97503177,"CUCHILLO LEGUMBRES 4"""" NAC",Unidad,24.0
rest_fuentes_suministros,95021392,DESENGRASANTE G PLUS 3780 ML,Unidad,6.0
rest_fuentes_suministros,95021396,DESINFECTANTE ALIMENTOS XY-12 3780ML,Unidad,3.0
rest_fuentes_suministros,95021390,DESINFECTANTE AMBIENTES WHISPERV 3780ML,Unidad,3.0
rest_fuentes_suministros,95021401,DETERG ENZIMATICO PISO WASH&WALK 9450ML,Unidad,6.0
rest_fuentes_suministros,95021410,DETERGENTE MULTIUSO PANTASTIC 20 LITROS,Unidad,9.0
rest_fuentes_suministros,95004114,ESCOBA DURA 37CM MANGO MADERA,Unidad,8.0
rest_fuentes_suministros,95004115,ESCOBA FIBRA SUAVE,Unidad,6.0
rest_fuentes_suministros,97503296,ESCURRIDOR FRITOS FB,Unidad,4.0
rest_fuentes_suministros,95001245,ESFERO TINTA NEGRA,Unidad,18.0
rest_fuentes_suministros,95026729,ESPATULA FRITURA 5X2,Unidad,11.0
rest_fuentes_suministros,97503199,ESPATULA FRITURA 6X3 1/2 CM BOG,Unidad,10.0
rest_fuentes_suministros,95022559,ESPATULA PARA PIZZA,Unidad,6.0
rest_fuentes_suministros,95026727,ESPATULA REPOSTERIA 10 PULGADAS,Unidad,2.0
rest_fuentes_suministros,95026728,ESPATULA REPOSTERIA 6 PULGADAS,Unidad,1.0
rest_fuentes_suministros,95024156,ESPATULA RESISTENTEN AL CALOR,Unidad,12.0
rest_fuentes_suministros,95009678,ESPONJA HORNOS PARRILLA 3M ROLLO X 5 MT,Unidad,2.0
rest_fuentes_suministros,95031010,ETIQUETA ROTACION AYB,Unidad,4.0
rest_fuentes_suministros,95004116,EXPRIMIDOR TRAPERO 33-35 LITROS,Unidad,1.0
rest_fuentes_suministros,95001089,F-393 VALERA COMIDA-PERSONAL LIBX50,Unidad,30.0
rest_fuentes_suministros,95001482,GANCHO COSEDORA 26/6 ESTANDAR X 5000 UN,Unidad,1.0
rest_fuentes_suministros,95010470,GUANTE CAUCHO AFELPADO AMARILLO T.L,Unidad,2.0
rest_fuentes_suministros,95009582,GUANTE DE CAUCHO CAL. 35 NO 9 PAR,Unidad,5.0
rest_fuentes_suministros,95010466,GUANTE DE NITRILO TALLA M CJ X 50 PARES,Unidad,19.0
rest_fuentes_suministros,95010394,GUANTES DE POLIETILENO CJX50 PARES,Unidad,40.0
rest_fuentes_suministros,95031303,JABON LIQUIDO EPROCARE 3780ML/1 GALON,Unidad,8.0
rest_fuentes_suministros,95008221,LIJA AGUA NO. 120,Unidad,90.0
rest_fuentes_suministros,95009577,LIMPION PAPEL NATURAL INDUSTR RLLX550MT,Unidad,10.0
rest_fuentes_suministros,95006744,LIMPION WYPOL X-70 REUTILIZABLE CJ X 6RLS,Unidad,3.333
rest_fuentes_suministros,95032256,MALLA DE PIZZA 30 CMS,Unidad,30.0
rest_fuentes_suministros,95032257,MALLA DE PIZZA 36 CMS,Unidad,30.0
rest_fuentes_suministros,95032258,MALLA DE PIZZA 46 CMS,Unidad,10.0
rest_fuentes_suministros,95019897,MALLA DELGADA A&B PARA EL CABELLO 50MM,Unidad,20.0
rest_fuentes_suministros,95022736,MANDOLINA ACERO INOX,Unidad,2.0
rest_fuentes_suministros,95001252,MARCADOR PERMANENTE NEGRO,Unidad,10.0
rest_fuentes_suministros,95004482,MASCARILLA DESECHABLE CAUCHOS CJX50 UN,Unidad,48.0
rest_fuentes_suministros,95004117,MECHA PARA TRAPERO REF.1000 DE 405 GR,Unidad,5.0
rest_fuentes_suministros,95023482,MEZCLADOR EN MADERA 11CM PAQ X 1000,Unidad,6.0
rest_fuentes_suministros,95032368,MOLDE ALUMINIO LASANA 16 ONZAS,Unidad,120.0
rest_fuentes_suministros,97502918,OLLA A PRESION 15 LT,Unidad,2.0
rest_fuentes_suministros,95019798,ORGANIZADOR PORTA ESCOBA,Unidad,9.0
rest_fuentes_suministros,95009613,PALILLO MADERA PARA HAMBURGUESA PAQX100,Unidad,1.2
rest_fuentes_suministros,95023584,PALO DE BAMBU ROJO,Unidad,29.0
rest_fuentes_suministros,95004221,PAPEL ALUMINIO ROLLO 12 X 300 FT,Unidad,2.0
rest_fuentes_suministros,95001306,PAPEL FOTOCOPIA TAMANO CARTA 75 GR,Unidad,6.0
rest_fuentes_suministros,95023350,PASTILLA LIMPIADOR HORNO AZUL BALDE X150,Unidad,287.0
rest_fuentes_suministros,95024760,PASTILLA LIMPIADOR HORNO VERDE BALDEX150,Unidad,300.0
rest_fuentes_suministros,97502982,PEROL ANODIZADO 24 CM FB,Unidad,10.0
rest_fuentes_suministros,97501556,PIEDRA DE AFILAR DOBLE FAZ,Unidad,6.0
rest_fuentes_suministros,95023201,PIMENTERO EN ACERO INOXIDABLE,Unidad,2.0
rest_fuentes_suministros,95006710,PITILLO DE PAPEL CAJA,Unidad,2035.0
rest_fuentes_suministros,95027684,PLATO 15CM PULPA CANA PTE*20 UN,Unidad,323.0
rest_fuentes_suministros,95024943,PLATO CUADRADO PULPA 26 CM 250X50,Unidad,375.0
rest_fuentes_suministros,95025974,PORTACOMIDA J1 PULPA DE PAPEL PTE*50,Unidad,1.0
rest_fuentes_suministros,95004118,"PORTATRAPERO METALICO 2 MARIP1,50CM",Unidad,1.0
rest_fuentes_suministros,95004100,RECOGEDOR BASURA PLASTICO,Unidad,6.0
rest_fuentes_suministros,95005698,RELOJ DE PARED,Unidad,4.0
rest_fuentes_suministros,95004428,ROLLO VINILPEL EMP.FRUVER 300MMX1500MT,Unidad,2.0
rest_fuentes_suministros,95012626,SALERO ACERO INOX IND 1,Unidad,10.0
rest_fuentes_suministros,95007665,SALSERO PLASTICO TRANSPRENTE,Unidad,48.0
rest_fuentes_suministros,95031800,SERVILLETAS BIODEGRADABLES,Unidad,4.501
rest_fuentes_suministros,95025960,SET CUCHARA SERVIL A.MAIZ PAQ*100,Unidad,10.0
rest_fuentes_suministros,,SET TENED CUCHI SERVIL PP BIOD PQT X 100,Unidad,4500.0
rest_fuentes_suministros,95025959,SET TENEDOR CUCHILLO SERVI A.MAIZ P*100,Unidad,164.0
rest_fuentes_suministros,97503006,TABLA ACRILICA P/PICAR ROJO 50X38CM FB,Unidad,10.0
rest_fuentes_suministros,97503004,TABLA ACRILICA PICAR BLANCO 50X38CM FB,Unidad,10.0
rest_fuentes_suministros,97503008,TABLA ACRILICA PICAR VERDE 50X38CM FB,Unidad,12.0
rest_fuentes_suministros,95026723,TABLA PARA PICAR 51X38X1 CAFE,Unidad,10.0
rest_fuentes_suministros,95026722,TABLA PARA PICAR AMARILLA,Unidad,10.0
rest_fuentes_suministros,95026724,TABLA PARA PICAR AZUL,Unidad,10.0
rest_fuentes_suministros,95025963,TAPA PET BOWLS KRAF 26 ONZ PT*50,Unidad,36.0
rest_fuentes_suministros,95025075,TAPA VASO,Unidad,220.0
rest_fuentes_suministros,97509257,TIJERAS CORTA POLLO NAC,Unidad,4.0
rest_fuentes_suministros,97503257,TIMER 60 SEGUNDOS DIGITAL NAC,Unidad,10.0
rest_fuentes_suministros,95021157,TOALLA MANOS ROLLO CJX6 NATUR X 120 MT,Unidad,2.167
rest_fuentes_suministros,95022644,VASO 12 ONZAS,Unidad,232.0
rest_fuentes_suministros,95025948,VASO 12OZ POLIBOARD PAQ*50 UN,Unidad,51.0
rest_fuentes_suministros,95025945,VASO 7 OZ POLIBOARD PAQ*50 UN,Unidad,55.0
rest_fuentes_suministros,95025947,VASO 9 OZ POLIBOARD PAQ*50 UN,Unidad,50.0
rest_fuentes_suministros,95020134,VASO 14 ONZAS EN ACRILICO CON TAPA DOMO,Unidad,2500.0
rest_fuentes_suministros,97502990,WOK ANODIZADO 32 CM FB,Unidad,4.0
kiosco_taquilla_ayb,7290,ACEITE,Liter,56.82
kiosco_taquilla_ayb,,AGUA 280 ML,Unidad,33.0
kiosco_taquilla_ayb,29018,AGUA BOTELLA,Unidad,234.0
kiosco_taquilla_ayb,29019,AGUA BOTELLON,Unidad,10.38
kiosco_taquilla_ayb,29033,AGUA SABORIZADA H2O,Unidad,82.0
kiosco_taquilla_ayb,,AGUA WAIRA SABORIZADA,Unidad,118.0
kiosco_taquilla_ayb,,AJI CASERO PISCILAGO (PA),Unidad,-482.0
kiosco_taquilla_ayb,7337,AREPA DE HUEVO,Unidad,228.0
kiosco_taquilla_ayb,8101,AVENA VASO,Unidad,10.0
kiosco_taquilla_ayb,7022,AZUCAR BLANCA,Kilogram,2.5
kiosco_taquilla_ayb,7342,AZUCAR SOBRES,Unidad,745.0
kiosco_taquilla_ayb,8107,BONYURT,Unidad,13.0
kiosco_taquilla_ayb,,CARNE DE HAMBURGUESA MOLIDA,Unidad,21.0
kiosco_taquilla_ayb,,CERVEZA AGUILA CERO,Unidad,32.0
kiosco_taquilla_ayb,,CERVEZA HEINEKEN 0 LATA 250ML,Unidad,2.0
kiosco_taquilla_ayb,,CERVEZA HEINEKEN CERO,Unidad,-2.0
kiosco_taquilla_ayb,7367,CHITOS FAMILIAR,Unidad,23.0
kiosco_taquilla_ayb,,COCA COLA 400 CC,Unidad,46.0
kiosco_taquilla_ayb,28021,COLA Y POLA,Unidad,48.0
kiosco_taquilla_ayb,,DONAS SURTIDAS,Unidad,23.0
kiosco_taquilla_ayb,7413,EMPANADA DE PAPA Y CARNE X50 GR,Unidad,322.0
kiosco_taquilla_ayb,1473018,EMPANADA POLLO X50 GR,Unidad,185.0
kiosco_taquilla_ayb,,FLAUTA CHOCOLATE PASTRY,Unidad,-5.0
kiosco_taquilla_ayb,29034,GASEOSA KOLA SOL 330 ML,Unidad,122.0
kiosco_taquilla_ayb,29035,GASEOSA KOLA SOL 600 ML,Unidad,93.0
kiosco_taquilla_ayb,,GASEOSA POSTOBON 400 ML,Unidad,14.0
kiosco_taquilla_ayb,29042,GATORADE,Unidad,154.0
kiosco_taquilla_ayb,8135,HELADO CASERO SABORES SURTIDOS,Unidad,267.0
kiosco_taquilla_ayb,7117,HIELO EN CUBO,Kilogram,4.0
kiosco_taquilla_ayb,4020,JAMON SANDWICH,Kilogram,0.64
kiosco_taquilla_ayb,29047,JUGO HIT BOTELLA,Unidad,112.0
kiosco_taquilla_ayb,29048,JUGO HIT CAJA,Unidad,37.0
kiosco_taquilla_ayb,5088,LECHUGA CRESPA,Kilogram,1.294
kiosco_taquilla_ayb,7508,MAYONESA SOBRES,Unidad,403.0
kiosco_taquilla_ayb,29054,MR TEA 500,Unidad,40.0
kiosco_taquilla_ayb,7154,NESCAFE,Kilogram,0.688
kiosco_taquilla_ayb,,NESCAFE CAPUCCINO,Kilogram,1.815
kiosco_taquilla_ayb,,PAN HAMBURGUESA ELABORADO PISCILAGO (PA),Unidad,13.0
kiosco_taquilla_ayb,,PAN PERRO ELABORADO PISCILAGO (PA),Unidad,17.0
kiosco_taquilla_ayb,,PAN SANDWICH PISCILAGO (PA),Unidad,20.0
kiosco_taquilla_ayb,7167,PAPA A LA FRANCESA,Kilogram,2.52
kiosco_taquilla_ayb,7527,PAPA FRITA PAQUETE,Unidad,7.0
kiosco_taquilla_ayb,7170,PAPA PARA PERRO,Kilogram,3.063
kiosco_taquilla_ayb,7171,PAPRIKA,Kilogram,-0.0009
kiosco_taquilla_ayb,,PASTEL DE POLLO PASTRY,Unidad,-33.0
kiosco_taquilla_ayb,,PASTEL POLLO CARBONA,Unidad,32.0
kiosco_taquilla_ayb,8057,QUESO MOZARELLA,Kilogram,1.689
kiosco_taquilla_ayb,,SAL,Kilogram,-0.003
kiosco_taquilla_ayb,7550,SAL SOBRE,Unidad,810.0
kiosco_taquilla_ayb,4069,SALCHICHA AMERICANA,Unidad,17.0
kiosco_taquilla_ayb,,SALPICON PISCILAGO (PA),Unidad,10.0
kiosco_taquilla_ayb,,SALSA DE QUESO Y AJO PISCILAGO (PA),Unidad,20.0
kiosco_taquilla_ayb,7552,SALSA DE TOMATE SOBRE,Unidad,338.0
kiosco_taquilla_ayb,,SALSA ESPECIAL PARA HAMBURGUESA (PA),Portion,10.0
kiosco_taquilla_ayb,4048,TOCINETA AHUMADA,Kilogram,1.072
kiosco_taquilla_ayb,7571,TODO RICO,Unidad,71.0
kiosco_taquilla_ayb,5154,TOMATE CHONTO,Kilogram,2.14
kiosco_taquilla_ayb,8306,YOGUR VASO,Unidad,8.0
kiosco_piscigiros_ayb,7290,ACEITE,Liter,30.59
kiosco_piscigiros_ayb,,AGUA 280 ML,Unidad,24.0
kiosco_piscigiros_ayb,29018,AGUA BOTELLA,Unidad,423.0
kiosco_piscigiros_ayb,29019,AGUA BOTELLON,Unidad,3.0
kiosco_piscigiros_ayb,29033,AGUA SABORIZADA H2O,Unidad,59.0
kiosco_piscigiros_ayb,,AGUA WAIRA SABORIZADA,Unidad,81.0
kiosco_piscigiros_ayb,,AJI CASERO PISCILAGO (PA),Unidad,-333.0
kiosco_piscigiros_ayb,7337,AREPA DE HUEVO,Unidad,89.0
kiosco_piscigiros_ayb,8101,AVENA VASO,Unidad,18.0
kiosco_piscigiros_ayb,7022,AZUCAR BLANCA,Kilogram,2.43
kiosco_piscigiros_ayb,8107,BONYURT,Unidad,14.0
kiosco_piscigiros_ayb,,CARNE DE HAMBURGUESA MIXTA,Unidad,30.0
kiosco_piscigiros_ayb,,CARNE DE HAMBURGUESA MOLIDA,Unidad,7.0
kiosco_piscigiros_ayb,,CERVEZA AGUILA CERO,Unidad,153.0
kiosco_piscigiros_ayb,,CERVEZA HEINEKEN 0 LATA 250ML,Unidad,71.0
kiosco_piscigiros_ayb,,CERVEZA HEINEKEN CERO,Unidad,-47.0
kiosco_piscigiros_ayb,7367,CHITOS FAMILIAR,Unidad,1.0
kiosco_piscigiros_ayb,,COCA COLA 400 CC,Unidad,181.0
kiosco_piscigiros_ayb,28021,COLA Y POLA,Unidad,279.0
kiosco_piscigiros_ayb,,DONAS SURTIDAS,Unidad,27.0
kiosco_piscigiros_ayb,7413,EMPANADA DE PAPA Y CARNE X50 GR,Unidad,252.0
kiosco_piscigiros_ayb,1473018,EMPANADA POLLO X50 GR,Unidad,125.0
kiosco_piscigiros_ayb,,FLAUTA CHOCOLATE PASTRY,Unidad,8.0
kiosco_piscigiros_ayb,29034,GASEOSA KOLA SOL 330 ML,Unidad,108.0
kiosco_piscigiros_ayb,29035,GASEOSA KOLA SOL 600 ML,Unidad,55.0
kiosco_piscigiros_ayb,,GASEOSA POSTOBON 400 ML,Unidad,36.0
kiosco_piscigiros_ayb,29042,GATORADE,Unidad,125.0
kiosco_piscigiros_ayb,8135,HELADO CASERO SABORES SURTIDOS,Unidad,856.0
kiosco_piscigiros_ayb,7117,HIELO EN CUBO,Kilogram,2.0
kiosco_piscigiros_ayb,4020,JAMON SANDWICH,Kilogram,-0.128
kiosco_piscigiros_ayb,29047,JUGO HIT BOTELLA,Unidad,148.0
kiosco_piscigiros_ayb,29048,JUGO HIT CAJA,Unidad,68.0
kiosco_piscigiros_ayb,5088,LECHUGA CRESPA,Kilogram,0.824
kiosco_piscigiros_ayb,7508,MAYONESA SOBRES,Unidad,1224.0
kiosco_piscigiros_ayb,29054,MR TEA 500,Unidad,71.0
kiosco_piscigiros_ayb,,PAN PERRO ELABORADO PISCILAGO (PA),Unidad,-37.0
